photo_key,face_index,person_name,matched_user_id,similarity,bbox_left,bbox_top,bbox_width,bbox_height
Camera 1/S&V R C1 Sangeet-1524.jpg,2,sam,sam_v2,99.999496,0.52112496,0.19179966,0.04977753,0.09569924
Camera 1/S&V R C1 Sangeet-1525.jpg,2,sam,sam_v2,99.999733,0.51655596,0.18513101,0.07149280,0.14684044
Camera 1/S&V R C1 Sangeet-1526.jpg,2,sam,sam_v2,99.999641,0.47473454,0.17723629,0.06950843,0.14371394
Camera 1/S&V R C1 Sangeet-1527.jpg,2,sam,sam_v2,99.999596,0.49354517,0.14186159,0.08302954,0.16774915
Camera 1/S&V R C1 Sangeet-1528.jpg,2,sam,sam_v2,99.999374,0.52690226,0.25443578,0.05903644,0.11634892
Camera 1/S&V R C1 Sangeet-1529.jpg,2,sam,sam_v2,99.999466,0.51631165,0.27127934,0.05818146,0.11412878
Camera 1/S&V R C1 Sangeet-153.jpg,2,sam,sam_v2,99.982002,0.34371176,0.08340801,0.09885730,0.22441359
Camera 1/S&V R C1 Sangeet-1530.jpg,2,sam,sam_v2,99.999138,0.56480879,0.27296790,0.05438348,0.09957664
Camera 1/S&V R C1 Sangeet-1531.jpg,2,sam,sam_v2,99.999786,0.55644262,0.27415505,0.05465912,0.09919401
Camera 1/S&V R C1 Sangeet-1532.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1533.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1534.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1535.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1536.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1537.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1538.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1539.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-154.jpg,1,sam,sam_v2,99.989456,0.33413538,0.15834175,0.10229404,0.19627443
Camera 1/S&V R C1 Sangeet-1540.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1541.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1542.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1543.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1544.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1545.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1546.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1547.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1548.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1549.jpg,1,samspapa,samspapa,99.999695,0.68430817,0.23726650,0.04139508,0.07249378
Camera 1/S&V R C1 Sangeet-1549.jpg,2,vinayspapa,vinayspapa,96.786911,0.25614914,0.19657534,0.03282764,0.08094779
Camera 1/S&V R C1 Sangeet-1549.jpg,6,sam,sam_v2,99.997856,0.47963765,0.25056803,0.03281021,0.06416129
Camera 1/S&V R C1 Sangeet-155.jpg,1,sam,sam_v2,99.992523,0.31382892,0.10031354,0.08005399,0.16328600
Camera 1/S&V R C1 Sangeet-1550.jpg,1,samspapa,samspapa,99.999428,0.68409741,0.23621885,0.04005133,0.07028574
Camera 1/S&V R C1 Sangeet-1550.jpg,3,vinayspapa,vinayspapa,97.141029,0.25354165,0.20402683,0.03348251,0.07572933
Camera 1/S&V R C1 Sangeet-1550.jpg,6,sam,sam_v2,99.997528,0.47894040,0.24972133,0.03319235,0.06498119
Camera 1/S&V R C1 Sangeet-1551.jpg,2,samspapa,samspapa,99.999458,0.67407936,0.26256540,0.04096918,0.07169504
Camera 1/S&V R C1 Sangeet-1551.jpg,6,sam,sam_v2,99.998444,0.47990996,0.27345178,0.03362351,0.06382476
Camera 1/S&V R C1 Sangeet-1552.jpg,2,samspapa,samspapa,99.999710,0.63413697,0.25464892,0.03925171,0.07116383
Camera 1/S&V R C1 Sangeet-1552.jpg,6,sam,sam_v2,99.999023,0.44311279,0.26793483,0.03333521,0.06443025
Camera 1/S&V R C1 Sangeet-1553.jpg,2,samspapa,samspapa,99.999542,0.61724579,0.24493475,0.04036817,0.06991641
Camera 1/S&V R C1 Sangeet-1553.jpg,6,sam,sam_v2,99.998032,0.42257366,0.25935996,0.03293246,0.06452153
Camera 1/S&V R C1 Sangeet-1554.jpg,2,vinayspapa,vinayspapa,99.549393,0.28090683,0.29435414,0.03333884,0.08012345
Camera 1/S&V R C1 Sangeet-1554.jpg,3,samspapa,samspapa,99.999924,0.68862557,0.33695340,0.03667761,0.07151731
Camera 1/S&V R C1 Sangeet-1554.jpg,6,sam,sam_v2,99.998367,0.49904639,0.34133285,0.03289813,0.06274840
Camera 1/S&V R C1 Sangeet-1555.jpg,2,samspapa,samspapa,99.999901,0.68514550,0.34574693,0.03590478,0.07278852
Camera 1/S&V R C1 Sangeet-1555.jpg,4,vinayspapa,vinayspapa,99.987297,0.27961865,0.29737788,0.03132452,0.07736547
Camera 1/S&V R C1 Sangeet-1555.jpg,7,sam,sam_v2,99.998169,0.49712703,0.34355733,0.03234540,0.06457016
Camera 1/S&V R C1 Sangeet-1556.jpg,2,samspapa,samspapa,99.999687,0.72878861,0.33408818,0.04061658,0.07096960
Camera 1/S&V R C1 Sangeet-1556.jpg,5,vinayspapa,vinayspapa,99.976418,0.31313527,0.29203743,0.02948129,0.07954360
Camera 1/S&V R C1 Sangeet-1556.jpg,7,sam,sam_v2,99.998543,0.52719140,0.33887058,0.03239661,0.06705593
Camera 1/S&V R C1 Sangeet-1557.jpg,1,vinayspapa,vinayspapa,95.433380,0.20378354,0.32917729,0.03929114,0.07836621
Camera 1/S&V R C1 Sangeet-1557.jpg,3,samspapa,samspapa,99.999962,0.61910677,0.37276584,0.03652588,0.06787050
Camera 1/S&V R C1 Sangeet-1557.jpg,5,sam,sam_v2,99.999611,0.41266885,0.38276982,0.03162878,0.06256479
Camera 1/S&V R C1 Sangeet-1558.jpg,1,samspapa,samspapa,99.999908,0.66672182,0.35921946,0.03876099,0.07040486
Camera 1/S&V R C1 Sangeet-1558.jpg,3,vinayspapa,vinayspapa,99.851357,0.24432090,0.33656046,0.03008252,0.07785147
Camera 1/S&V R C1 Sangeet-1558.jpg,6,sam,sam_v2,99.990074,0.44409978,0.40171495,0.02693225,0.05593984
Camera 1/S&V R C1 Sangeet-1559.jpg,1,samspapa,samspapa,99.999886,0.67304271,0.35032880,0.03977930,0.07184310
Camera 1/S&V R C1 Sangeet-1559.jpg,2,vinayspapa,vinayspapa,99.529274,0.29793948,0.32889515,0.03436102,0.07492168
Camera 1/S&V R C1 Sangeet-1559.jpg,6,sam,sam_v2,99.977814,0.45113865,0.39027578,0.02581033,0.05785084
Camera 1/S&V R C1 Sangeet-156.jpg,1,sam,sam_v2,99.997032,0.42576516,0.24896425,0.08657046,0.16229868
Camera 1/S&V R C1 Sangeet-1560.jpg,1,samspapa,samspapa,99.999680,0.64974618,0.31110445,0.03825714,0.07204854
Camera 1/S&V R C1 Sangeet-1560.jpg,2,vinayspapa,vinayspapa,99.511703,0.27220353,0.30217233,0.03360705,0.07305519
Camera 1/S&V R C1 Sangeet-1560.jpg,6,sam,sam_v2,99.991417,0.43036735,0.35700229,0.02729205,0.05938840
Camera 1/S&V R C1 Sangeet-1561.jpg,1,samspapa,samspapa,99.999779,0.64100713,0.33021975,0.03853186,0.06827064
Camera 1/S&V R C1 Sangeet-1561.jpg,2,vinayspapa,vinayspapa,99.306557,0.26500428,0.31632712,0.03409525,0.07557558
Camera 1/S&V R C1 Sangeet-1561.jpg,5,sam,sam_v2,99.997238,0.42943159,0.36698243,0.03038312,0.06246387
Camera 1/S&V R C1 Sangeet-1562.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1563.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1564.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1565.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1566.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1567.jpg,1,vinayspapa,vinayspapa,97.101387,0.42130375,0.20448379,0.04102945,0.08430246
Camera 1/S&V R C1 Sangeet-1568.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-1569.jpg,1,vinayspapa,vinayspapa,97.666969,0.43013811,0.20587867,0.03969391,0.08673494
Camera 1/S&V R C1 Sangeet-157.jpg,1,sam,sam_v2,99.998985,0.45701846,0.27963585,0.09145316,0.17269945
Camera 1/S&V R C1 Sangeet-1570.jpg,1,vinayspapa,vinayspapa,98.453804,0.39266676,0.20087482,0.04602716,0.09811950
Camera 1/S&V R C1 Sangeet-1571.jpg,1,samspapa,samspapa,99.982277,0.53119677,0.33656162,0.04569751,0.08504771
Camera 1/S&V R C1 Sangeet-1572.jpg,1,samspapa,samspapa,99.999115,0.48776412,0.21611883,0.04020053,0.07467093
Camera 1/S&V R C1 Sangeet-1573.jpg,1,samspapa,samspapa,99.999680,0.53994697,0.22565870,0.03543207,0.06412560
Camera 1/S&V R C1 Sangeet-1574.jpg,1,samspapa,samspapa,99.998604,0.53570610,0.30914709,0.03911542,0.07176635
Camera 1/S&V R C1 Sangeet-1575.jpg,1,samspapa,samspapa,99.999336,0.53578842,0.30802676,0.03913812,0.07117006
Camera 1/S&V R C1 Sangeet-1576.jpg,1,samspapa,samspapa,99.999527,0.54255360,0.29903701,0.03964410,0.07299800
Camera 1/S&V R C1 Sangeet-1577.jpg,1,samspapa,samspapa,99.999420,0.51923096,0.30083367,0.04010211,0.07256649
Camera 1/S&V R C1 Sangeet-1578.jpg,1,samspapa,samspapa,99.999527,0.49614564,0.29297662,0.04401929,0.08529240
Camera 1/S&V R C1 Sangeet-1579.jpg,1,samspapa,samspapa,99.999603,0.58394259,0.21750097,0.04013489,0.06843847
Camera 1/S&V R C1 Sangeet-1579.jpg,2,abhy,abhy,99.997643,0.37438914,0.19269626,0.03590308,0.06774651
Camera 1/S&V R C1 Sangeet-1579.jpg,3,sam,sam_v2,99.998169,0.67543828,0.23163968,0.03481854,0.06677690
Camera 1/S&V R C1 Sangeet-158.jpg,1,sam,sam_v2,99.997528,0.53891146,0.20638907,0.08360583,0.17905210
Camera 1/S&V R C1 Sangeet-1580.jpg,1,samspapa,samspapa,99.999680,0.58352780,0.22649476,0.03936768,0.06601469
Camera 1/S&V R C1 Sangeet-1580.jpg,2,abhy,abhy,99.997292,0.37350708,0.20183767,0.03584012,0.06495681
Camera 1/S&V R C1 Sangeet-1580.jpg,3,sam,sam_v2,99.997887,0.67328387,0.24163145,0.03460980,0.06338356
Camera 1/S&V R C1 Sangeet-1581.jpg,1,samspapa,samspapa,99.999680,0.58205646,0.23620853,0.03919470,0.06802718
Camera 1/S&V R C1 Sangeet-1581.jpg,2,abhy,abhy,99.995750,0.37597761,0.22469307,0.03701926,0.06728011
Camera 1/S&V R C1 Sangeet-1581.jpg,3,sam,sam_v2,99.997330,0.67119849,0.25243080,0.03479157,0.06643350
Camera 1/S&V R C1 Sangeet-1582.jpg,1,samspapa,samspapa,99.999741,0.59107894,0.21940531,0.03801508,0.06647292
Camera 1/S&V R C1 Sangeet-1582.jpg,2,abhy,abhy,99.997238,0.38581407,0.20282534,0.03569830,0.06439527
Camera 1/S&V R C1 Sangeet-1582.jpg,3,sam,sam_v2,99.998993,0.67988956,0.23550440,0.03405341,0.06345262
Camera 1/S&V R C1 Sangeet-1583.jpg,1,samspapa,samspapa,99.999634,0.59057814,0.22605160,0.03800067,0.06453064
Camera 1/S&V R C1 Sangeet-1583.jpg,2,abhy,abhy,99.996574,0.38182753,0.20937136,0.03633609,0.06473774
Camera 1/S&V R C1 Sangeet-1583.jpg,3,sam,sam_v2,99.997681,0.67927802,0.24074155,0.03282654,0.06354733
Camera 1/S&V R C1 Sangeet-1584.jpg,1,samspapa,samspapa,99.999466,0.60549766,0.22549520,0.03893951,0.06760958
Camera 1/S&V R C1 Sangeet-1584.jpg,2,abhy,abhy,99.997101,0.39986736,0.20265028,0.03502680,0.06656426
Camera 1/S&V R C1 Sangeet-1584.jpg,3,sam,sam_v2,99.998245,0.69405931,0.24222314,0.03368652,0.06489719
Camera 1/S&V R C1 Sangeet-1585.jpg,1,samspapa,samspapa,99.999611,0.60872370,0.21981928,0.03885834,0.06656541
Camera 1/S&V R C1 Sangeet-1585.jpg,2,abhy,abhy,99.997711,0.40179655,0.19075061,0.03628119,0.06772079
Camera 1/S&V R C1 Sangeet-1585.jpg,3,sam,sam_v2,99.997894,0.69801790,0.23949145,0.03413660,0.06150547
Camera 1/S&V R C1 Sangeet-159.jpg,1,sam,sam_v2,99.997421,0.53729409,0.24160489,0.08486072,0.17297193
Camera 1/S&V R C1 Sangeet-16.jpg,1,vinayspapa,vinayspapa,95.805206,0.40970635,0.12465844,0.07908706,0.17282343
Camera 1/S&V R C1 Sangeet-160.jpg,1,sam,sam_v2,99.999275,0.42974821,0.27750558,0.07949658,0.13792075
Camera 1/S&V R C1 Sangeet-161.jpg,1,sam,sam_v2,99.998817,0.16778320,0.22196522,0.09816904,0.18188128
Camera 1/S&V R C1 Sangeet-162.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-163.jpg,2,sam,sam_v2,99.990936,0.67688870,0.08645502,0.06687640,0.14738329
Camera 1/S&V R C1 Sangeet-164.jpg,2,sam,sam_v2,99.996552,0.67463517,0.12770672,0.07094842,0.12955174
Camera 1/S&V R C1 Sangeet-164.jpg,4,abhy,abhy,99.934570,0.79598278,0.07488904,0.05865118,0.10773420
Camera 1/S&V R C1 Sangeet-165.jpg,1,sam,sam_v2,99.998978,0.50988811,0.14941940,0.07565576,0.14748847
Camera 1/S&V R C1 Sangeet-165.jpg,4,sam,sam_v2,99.965424,0.47313565,0.14047024,0.05152634,0.11688546
Camera 1/S&V R C1 Sangeet-166.jpg,1,sam,sam_v2,99.999626,0.48556638,0.08324367,0.07838468,0.15760528
Camera 1/S&V R C1 Sangeet-166.jpg,5,sam,sam_v2,99.997261,0.44662535,0.12714241,0.05325357,0.11765011
Camera 1/S&V R C1 Sangeet-167.jpg,1,sam,sam_v2,99.996590,0.44160336,0.20672087,0.09109659,0.13716237
Camera 1/S&V R C1 Sangeet-168.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-169.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-17.jpg,1,samspapa,samspapa,99.999313,0.41209325,0.19193979,0.06975745,0.13908592
Camera 1/S&V R C1 Sangeet-17.jpg,2,vinayspapa,vinayspapa,99.999710,0.24206014,0.14674751,0.04906145,0.15354550
Camera 1/S&V R C1 Sangeet-170.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-171.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-172.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-173.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-174.jpg,2,sam,sam_v2,99.943268,0.40802988,0.08925099,0.06548349,0.16313931
Camera 1/S&V R C1 Sangeet-175.jpg,1,sam,sam_v2,99.863861,0.39962834,0.17262098,0.06336725,0.14794712
Camera 1/S&V R C1 Sangeet-176.jpg,1,sam,sam_v2,99.998863,0.44044468,0.07673787,0.08294638,0.16990362
Camera 1/S&V R C1 Sangeet-177.jpg,1,sam,sam_v2,99.999802,0.44410935,0.20331356,0.07480423,0.15704507
Camera 1/S&V R C1 Sangeet-178.jpg,1,sam,sam_v2,99.940765,0.43171880,0.27307215,0.10329938,0.20730446
Camera 1/S&V R C1 Sangeet-179.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-18.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-180.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-181.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-182.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-183.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-184.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-185.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-186.jpg,1,sam,sam_v2,99.998558,0.27621922,0.13979858,0.06291956,0.12115905
Camera 1/S&V R C1 Sangeet-187.jpg,1,sam,sam_v2,99.997551,0.28143585,0.11258908,0.06362475,0.13297004
Camera 1/S&V R C1 Sangeet-188.jpg,1,sam,sam_v2,99.964111,0.25694376,0.09294606,0.06867667,0.14417104
Camera 1/S&V R C1 Sangeet-189.jpg,1,sam,sam_v2,99.963844,0.27006891,0.12822846,0.06530414,0.14415069
Camera 1/S&V R C1 Sangeet-19.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-190.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-192.jpg,2,sam,sam_v2,99.999680,0.50912642,0.12887228,0.06180246,0.13297760
Camera 1/S&V R C1 Sangeet-193.jpg,2,sam,sam_v2,99.963402,0.47796378,0.15555441,0.06285086,0.12491980
Camera 1/S&V R C1 Sangeet-194.jpg,1,sam,sam_v2,99.996643,0.44960478,0.15466125,0.06070419,0.12142558
Camera 1/S&V R C1 Sangeet-195.jpg,1,sam,sam_v2,99.992905,0.43529201,0.15452391,0.06277881,0.11885919
Camera 1/S&V R C1 Sangeet-196.jpg,1,sam,sam_v2,99.992027,0.53813082,0.28381717,0.06429413,0.11862048
Camera 1/S&V R C1 Sangeet-197.jpg,1,sam,sam_v2,99.989113,0.51498199,0.23590061,0.07635620,0.13555817
Camera 1/S&V R C1 Sangeet-198.jpg,1,sam,sam_v2,99.993980,0.51434207,0.14438567,0.08361132,0.15251909
Camera 1/S&V R C1 Sangeet-2.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-20.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-200.jpg,1,sam,sam_v2,99.995079,0.53109932,0.17896217,0.08010736,0.16829050
Camera 1/S&V R C1 Sangeet-202.jpg,1,sam,sam_v2,99.168648,0.35678601,0.16004501,0.07013235,0.16980408
Camera 1/S&V R C1 Sangeet-203.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-204.jpg,1,sam,sam_v2,99.982780,0.38967401,0.16525695,0.07649887,0.16662303
Camera 1/S&V R C1 Sangeet-204.jpg,10,sam,sam_v2,99.948242,0.44223776,0.15146129,0.03495825,0.10804301
Camera 1/S&V R C1 Sangeet-205.jpg,1,sam,sam_v2,99.998604,0.39483610,0.15746623,0.08491696,0.16817871
Camera 1/S&V R C1 Sangeet-206.jpg,1,sam,sam_v2,99.969543,0.35547623,0.24824432,0.08270913,0.13784793
Camera 1/S&V R C1 Sangeet-207.jpg,2,sam,sam_v2,99.999146,0.44230595,0.18272625,0.07606278,0.14307794
Camera 1/S&V R C1 Sangeet-208.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-209.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-21.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-210.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-211.jpg,2,sam,sam_v2,99.999947,0.39932877,0.22273819,0.08208502,0.16656941
Camera 1/S&V R C1 Sangeet-212.jpg,1,sam,sam_v2,99.951866,0.83279389,0.10721913,0.09381543,0.20695813
Camera 1/S&V R C1 Sangeet-213.jpg,1,sam,sam_v2,99.963669,0.93027270,0.12442962,0.06807037,0.25067419
Camera 1/S&V R C1 Sangeet-213.jpg,7,mohini,mohini_v2,99.771530,0.00181791,0.33690304,0.02938818,0.08771109
Camera 1/S&V R C1 Sangeet-214.jpg,10,mohini,mohini_v2,99.982178,0.05019590,0.26315224,0.04271919,0.08613136
Camera 1/S&V R C1 Sangeet-215.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-22.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-222.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-223.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-224.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-225.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-226.jpg,2,sam,sam_v2,99.634018,0.94475609,0.07271350,0.06803986,0.23843989
Camera 1/S&V R C1 Sangeet-227.jpg,1,sam,sam_v2,99.993736,0.87064821,0.05383824,0.10134295,0.23984110
Camera 1/S&V R C1 Sangeet-228.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-229.jpg,1,sam,sam_v2,99.999794,0.72752929,0.12557139,0.09795617,0.18956256
Camera 1/S&V R C1 Sangeet-23.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-230.jpg,1,sam,sam_v2,99.998352,0.62520337,0.22995199,0.08887842,0.19607231
Camera 1/S&V R C1 Sangeet-230.jpg,2,abhy,abhy,99.489220,0.24012768,0.26450795,0.08628540,0.17489423
Camera 1/S&V R C1 Sangeet-231.jpg,1,sam,sam_v2,99.950981,0.61821032,0.26454273,0.08692999,0.20704734
Camera 1/S&V R C1 Sangeet-231.jpg,2,abhy,abhy,99.811646,0.33848816,0.26360554,0.07798438,0.16205493
Camera 1/S&V R C1 Sangeet-232.jpg,1,abhy,abhy,99.994888,0.59316224,0.25743786,0.08832508,0.15450004
Camera 1/S&V R C1 Sangeet-233.jpg,1,abhy,abhy,99.997467,0.56176364,0.23906493,0.09038953,0.16659139
Camera 1/S&V R C1 Sangeet-234.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-235.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-236.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-237.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-238.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-239.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-24.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-240.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-241.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-242.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-243.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-244.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-245.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-246.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-247.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-248.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-249.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-25.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-250.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-251.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-252.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-253.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-254.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-255.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-256.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-257.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-258.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-259.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-26.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-260.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-261.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-262.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-263.jpg,1,vinaysmummy,vinaysmummy,99.999992,0.01939050,0.17609435,0.08763791,0.15601534
Camera 1/S&V R C1 Sangeet-264.jpg,2,vinaysmummy,vinaysmummy,100.000000,0.24801695,0.21383679,0.07046337,0.13114166
Camera 1/S&V R C1 Sangeet-265.jpg,2,vinaysmummy,vinaysmummy,99.999985,0.22449866,0.18851762,0.06936874,0.13662088
Camera 1/S&V R C1 Sangeet-266.jpg,1,vinaysmummy,vinaysmummy,99.999954,0.21089455,0.20234068,0.06177884,0.11787809
Camera 1/S&V R C1 Sangeet-267.jpg,2,vinaysmummy,vinaysmummy,99.999992,0.12258284,0.22336474,0.05282025,0.09311289
Camera 1/S&V R C1 Sangeet-268.jpg,2,vinaysmummy,vinaysmummy,99.999985,0.12165768,0.22743812,0.04984318,0.09684294
Camera 1/S&V R C1 Sangeet-269.jpg,2,vinaysmummy,vinaysmummy,99.999992,0.14788164,0.23295408,0.04933260,0.09509307
Camera 1/S&V R C1 Sangeet-27.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-270.jpg,1,vinaysmummy,vinaysmummy,100.000000,0.10578495,0.21885884,0.05189285,0.09835021
Camera 1/S&V R C1 Sangeet-271.jpg,1,vinaysmummy,vinaysmummy,100.000000,0.06774528,0.20959969,0.05312391,0.09901091
Camera 1/S&V R C1 Sangeet-272.jpg,3,abhy,abhy,99.989738,0.69743890,0.24909672,0.04909180,0.08469328
Camera 1/S&V R C1 Sangeet-273.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-274.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-275.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-276.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-277.jpg,1,sam,sam_v2,99.999298,0.55128413,0.23678038,0.08016913,0.17344053
Camera 1/S&V R C1 Sangeet-278.jpg,1,sam,sam_v2,99.999359,0.52631104,0.28552887,0.07712018,0.17468812
Camera 1/S&V R C1 Sangeet-279.jpg,1,sam,sam_v2,99.999702,0.50648183,0.32468328,0.08075193,0.17255591
Camera 1/S&V R C1 Sangeet-28.jpg,1,sam,sam_v2,99.999161,0.47006515,0.13550636,0.09132919,0.18660578
Camera 1/S&V R C1 Sangeet-280.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-281.jpg,2,sam,sam_v2,99.997673,0.36744028,0.23577386,0.07541342,0.13489282
Camera 1/S&V R C1 Sangeet-282.jpg,2,sam,sam_v2,99.997276,0.28611428,0.21419954,0.07679699,0.14503878
Camera 1/S&V R C1 Sangeet-283.jpg,2,sam,sam_v2,99.999084,0.33226463,0.29351604,0.07768286,0.13403866
Camera 1/S&V R C1 Sangeet-284.jpg,2,sam,sam_v2,99.997917,0.33689722,0.29884794,0.07791247,0.13400592
Camera 1/S&V R C1 Sangeet-285.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-286.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-287.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-288.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-289.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-29.jpg,1,sam,sam_v2,99.999557,0.47552022,0.17246905,0.04117490,0.08366716
Camera 1/S&V R C1 Sangeet-290.jpg,3,sam,sam_v2,99.998482,0.27167657,0.27878475,0.06868878,0.15096135
Camera 1/S&V R C1 Sangeet-291.jpg,2,sam,sam_v2,99.999184,0.29977271,0.28894454,0.06810791,0.14899941
Camera 1/S&V R C1 Sangeet-292.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-293.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-294.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-295.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-296.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-297.jpg,1,mohini,mohini_v2,99.999916,0.45695218,0.15454179,0.05496808,0.10799624
Camera 1/S&V R C1 Sangeet-298.jpg,1,mohini,mohini_v2,99.999985,0.40321648,0.16179550,0.04729614,0.08943505
Camera 1/S&V R C1 Sangeet-299.jpg,1,mohini,mohini_v2,99.999550,0.54848152,0.17076002,0.05233581,0.10858876
Camera 1/S&V R C1 Sangeet-3.jpg,,,,,,,,
